date,team,opponent,teamOdds,drawOdds,opponentOdds
09-Nov-19,Saracens,Gloucester,3.33,20.97,1.35
09-Nov-19,Worcester,Harlequins,4.46,24.16,1.22
10-Nov-19,Exeter,Bristol,1.17,28.89,5.1
10-Nov-19,London Irish,Leicester,1.67,20.37,2.28
10-Nov-19,Bristol,Exeter,5.1,28.89,1.17
10-Nov-19,Leicester,London Irish,2.28,20.37,1.67
29-Nov-19,Bath,Saracens,4.89,26.77,1.19
29-Nov-19,Saracens,Bath,1.19,26.77,4.89
30-Nov-19,Exeter,Wasps,1.09,33.42,7.32
30-Nov-19,Northampton,Leicester,1.48,22.64,2.77
30-Nov-19,Worcester,Sale,2.25,20.19,1.69
30-Nov-19,Wasps,Exeter,7.32,33.42,1.09
30-Nov-19,Leicester,Northampton,2.77,22.64,1.48
30-Nov-19,Sale,Worcester,1.69,20.19,2.25
01-Dec-19,Bristol,London Irish,1.14,28.02,5.57
01-Dec-19,Harlequins,Gloucester,1.73,19.51,2.18
01-Dec-19,London Irish,Bristol,5.57,28.02,1.14
01-Dec-19,Gloucester,Harlequins,2.18,19.51,1.73
20-Dec-19,Gloucester,Worcester,1.22,24.82,4.36
20-Dec-19,Worcester,Gloucester,4.36,24.82,1.22
21-Dec-19,Leicester,Exeter,2.49,20.19,1.58
21-Dec-19,Wasps,Harlequins,1.73,20.38,2.16
21-Dec-19,Sale,Northampton,1.62,20.22,2.36
21-Dec-19,Saracens,Bristol,1.07,34.66,7.97
21-Dec-19,Exeter,Leicester,1.58,20.19,2.49
21-Dec-19,Harlequins,Wasps,2.16,20.38,1.73
21-Dec-19,Northampton,Sale,2.36,20.22,1.62
21-Dec-19,Bristol,Saracens,7.97,34.66,1.07
22-Dec-19,London Irish,Bath,1.95,20.42,1.91
22-Dec-19,Bath,London Irish,1.91,20.42,1.95
27-Dec-19,Bristol,Wasps,1.22,23.43,4.38
27-Dec-19,Wasps,Bristol,4.38,23.43,1.22
28-Dec-19,Harlequins,Leicester,1.54,21.01,2.56
28-Dec-19,Bath,Sale,1.59,20.31,2.43
28-Dec-19,Worcester,London Irish,1.36,22.44,3.24
28-Dec-19,Northampton,Gloucester,1.43,21.62,2.88
28-Dec-19,Leicester,Harlequins,2.56,21.01,1.54
28-Dec-19,Sale,Bath,2.43,20.31,1.59
28-Dec-19,London Irish,Worcester,3.24,22.44,1.36
28-Dec-19,Gloucester,Northampton,2.88,21.62,1.43
29-Dec-19,Exeter,Saracens,2.19,20.02,1.72
29-Dec-19,Saracens,Exeter,1.72,20.02,2.19
03-Jan-20,Sale,Harlequins,1.29,22.27,3.73
03-Jan-20,Harlequins,Sale,3.73,22.27,1.29
04-Jan-20,Gloucester,Bath,1.56,20.69,2.51
04-Jan-20,Saracens,Worcester,1.01,44.33,14.64
04-Jan-20,Leicester,Bristol,1.47,21.66,2.8
04-Jan-20,Bath,Gloucester,2.51,20.69,1.56
04-Jan-20,Worcester,Saracens,14.64,44.33,1.01
04-Jan-20,Bristol,Leicester,2.8,21.66,1.47
05-Jan-20,Wasps,Northampton,2.28,20.9,1.65
05-Jan-20,London Irish,Exeter,6.17,30.19,1.12
05-Jan-20,Northampton,Wasps,1.65,20.9,2.28
05-Jan-20,Exeter,London Irish,1.12,30.19,6.17
24-Jan-20,Northampton,London Irish,1.12,32.26,6.1
24-Jan-20,London Irish,Northampton,6.1,32.26,1.12
25-Jan-20,Bath,Leicester,1.43,20.71,2.92
25-Jan-20,Bristol,Gloucester,1.89,19.79,1.96
25-Jan-20,Exeter,Sale,1.33,22.58,3.39
25-Jan-20,Worcester,Wasps,1.72,20.65,2.19
25-Jan-20,Leicester,Bath,2.92,20.71,1.43
25-Jan-20,Gloucester,Bristol,1.96,19.79,1.89
25-Jan-20,Sale,Exeter,3.39,22.58,1.33
25-Jan-20,Wasps,Worcester,2.19,20.65,1.72
26-Jan-20,Harlequins,Saracens,1.5,20.68,2.74
26-Jan-20,Saracens,Harlequins,2.74,20.68,1.5
14-Feb-20,Gloucester,Exeter,1.74,20.21,2.15
14-Feb-20,Exeter,Gloucester,2.15,20.21,1.74
15-Feb-20,Harlequins,London Irish,1.33,20.78,3.49
15-Feb-20,Leicester,Wasps,1.54,19.39,2.59
15-Feb-20,Saracens,Sale,2.28,17.97,1.69
15-Feb-20,Worcester,Bath,2.06,18.16,1.82
15-Feb-20,London Irish,Harlequins,3.49,20.78,1.33
15-Feb-20,Wasps,Leicester,2.59,19.39,1.54
15-Feb-20,Sale,Saracens,1.69,17.97,2.28
15-Feb-20,Bath,Worcester,1.82,18.16,2.06
16-Feb-20,Northampton,Bristol,1.48,19.72,2.78
16-Feb-20,Bristol,Northampton,2.78,19.72,1.48
21-Feb-20,Sale,Leicester,1.11,29.77,6.6
21-Feb-20,Wasps,Saracens,1.9,21.48,1.96
21-Feb-20,Leicester,Sale,6.6,29.77,1.11
21-Feb-20,Saracens,Wasps,1.96,21.48,1.9
22-Feb-20,Bath,Harlequins,1.53,20.51,2.59
22-Feb-20,London Irish,Gloucester,1.79,20.58,2.05
22-Feb-20,Harlequins,Bath,2.59,20.51,1.53
22-Feb-20,Gloucester,London Irish,2.05,20.58,1.79
23-Feb-20,Bristol,Worcester,1.2,27.43,4.62
23-Feb-20,Exeter,Northampton,1.13,26.43,5.91
23-Feb-20,Worcester,Bristol,4.62,27.43,1.2
23-Feb-20,Northampton,Exeter,5.91,26.43,1.13
28-Feb-20,Gloucester,Sale,1.57,19.61,2.5
28-Feb-20,Sale,Gloucester,2.5,19.61,1.57
29-Feb-20,Harlequins,Exeter,3.13,21.96,1.37
29-Feb-20,Leicester,Worcester,1.46,21.16,2.75
29-Feb-20,Northampton,Saracens,1.52,21.13,2.59
29-Feb-20,Exeter,Harlequins,1.37,21.96,3.13
29-Feb-20,Worcester,Leicester,2.75,21.16,1.46
29-Feb-20,Saracens,Northampton,2.59,21.13,1.52
01-Mar-20,Bath,Bristol,1.46,19.71,2.84
01-Mar-20,London Irish,Wasps,1.71,20.79,2.18
01-Mar-20,Bristol,Bath,2.84,19.71,1.46
01-Mar-20,Wasps,London Irish,2.18,20.79,1.71
06-Mar-20,Sale,London Irish,1.11,32.51,6.61
06-Mar-20,Worcester,Northampton,2.54,21.63,1.55
06-Mar-20,London Irish,Sale,6.61,32.51,1.11
06-Mar-20,Northampton,Worcester,1.55,21.63,2.54
07-Mar-20,Exeter,Bath,1.16,30.43,5.22
07-Mar-20,Wasps,Gloucester,1.54,22.98,2.56
07-Mar-20,Saracens,Leicester,1.09,33.96,7.05
07-Mar-20,Bath,Exeter,5.22,30.43,1.16
07-Mar-20,Gloucester,Wasps,2.56,22.98,1.54
07-Mar-20,Leicester,Saracens,7.05,33.96,1.09
08-Mar-20,Bristol,Harlequins,1.28,24.31,3.87
08-Mar-20,Harlequins,Bristol,3.87,24.31,1.28
14-Aug-20,Harlequins,Sale,2.9,22.89,1.43
14-Aug-20,Sale,Harlequins,1.43,22.89,2.9
15-Aug-20,Bristol,Saracens,1.47,23.25,2.73
15-Aug-20,Bath,London Irish,1.2,28.22,4.53
15-Aug-20,Exeter,Leicester,1.06,31.75,8.76
15-Aug-20,Worcester,Gloucester,2.47,21.56,1.57
15-Aug-20,Saracens,Bristol,2.73,23.25,1.47
15-Aug-20,London Irish,Bath,4.53,28.22,1.2
15-Aug-20,Leicester,Exeter,8.76,31.75,1.06
15-Aug-20,Gloucester,Worcester,1.57,21.56,2.47
16-Aug-20,Northampton,Wasps,1.55,21.61,2.5
16-Aug-20,Wasps,Northampton,2.5,21.61,1.55
21-Aug-20,Gloucester,Bristol,2.05,21,1.79
21-Aug-20,Wasps,Worcester,1.12,31,6.24
21-Aug-20,Sale,Exeter,2.08,21.22,1.8
21-Aug-20,Bristol,Gloucester,1.79,21,2.05
21-Aug-20,Worcester,Wasps,6.24,31,1.12
21-Aug-20,Exeter,Sale,1.8,21.22,2.08
22-Aug-20,Leicester,Bath,5.18,29.44,1.16
22-Aug-20,London Irish,Northampton,2.98,21.67,1.41
22-Aug-20,Saracens,Harlequins,1.34,24,3.3
22-Aug-20,Bath,Leicester,1.16,29.44,5.18
22-Aug-20,Northampton,London Irish,1.41,21.67,2.98
22-Aug-20,Harlequins,Saracens,3.3,24,1.34
25-Aug-20,Bristol,Exeter,1.27,24.56,3.85
25-Aug-20,Wasps,Sale,1.19,28.56,4.66
25-Aug-20,Exeter,Bristol,3.85,24.56,1.27
25-Aug-20,Sale,Wasps,4.66,28.56,1.19
26-Aug-20,Northampton,Bath,1.35,22.89,3.27
26-Aug-20,Leicester,London Irish,1.16,28.38,5.2
26-Aug-20,Saracens,Gloucester,1.83,22.56,2.01
26-Aug-20,Worcester,Harlequins,1.46,21.44,2.8
26-Aug-20,Bath,Northampton,3.27,22.89,1.35
26-Aug-20,London Irish,Leicester,5.2,28.38,1.16
26-Aug-20,Gloucester,Saracens,2.01,22.56,1.83
26-Aug-20,Harlequins,Worcester,2.8,21.44,1.46
29-Aug-20,Sale,Bristol,1.07,35.63,8.25
29-Aug-20,Bristol,Sale,8.25,35.63,1.07
30-Aug-20,Gloucester,Leicester,1.04,38.5,9.67
30-Aug-20,Exeter,Worcester,1.01,37.14,16.96
30-Aug-20,Harlequins,Northampton,1.29,25,3.67
30-Aug-20,Leicester,Gloucester,9.67,38.5,1.04
30-Aug-20,Worcester,Exeter,16.96,37.14,1.01
30-Aug-20,Northampton,Harlequins,3.67,25,1.29
31-Aug-20,Bath,Wasps,1.36,24.22,3.23
31-Aug-20,London Irish,Saracens,16,41,1.01
31-Aug-20,Wasps,Bath,3.23,24.22,1.36
31-Aug-20,Saracens,London Irish,1.01,41,16
04-Sep-20,Northampton,Exeter,1.71,21.3,2.2
04-Sep-20,Worcester,Bristol,4.13,25.2,1.23
04-Sep-20,Exeter,Northampton,2.2,21.3,1.71
04-Sep-20,Bristol,Worcester,1.23,25.2,4.13
05-Sep-20,Gloucester,London Irish,1.29,26.2,3.69
05-Sep-20,Leicester,Sale,3.31,24,1.35
05-Sep-20,Harlequins,Bath,1.73,22.5,2.16
05-Sep-20,Saracens,Wasps,1.05,42,9.55
05-Sep-20,London Irish,Gloucester,3.69,26.2,1.29
05-Sep-20,Sale,Leicester,1.35,24,3.31
05-Sep-20,Bath,Harlequins,2.16,22.5,1.73
05-Sep-20,Wasps,Saracens,9.55,42,1.05
08-Sep-20,Bristol,Northampton,1.07,37.33,8.04
08-Sep-20,Northampton,Bristol,8.04,37.33,1.07
09-Sep-20,Bath,Worcester,1.07,36.89,8.58
09-Sep-20,London Irish,Harlequins,5.23,31.14,1.15
09-Sep-20,Sale,Saracens,1.21,28.89,4.67
09-Sep-20,Exeter,Gloucester,1.01,35.86,16.11
09-Sep-20,Wasps,Leicester,1.04,41.88,10.04
09-Sep-20,Worcester,Bath,8.58,36.89,1.07
09-Sep-20,Harlequins,London Irish,1.15,31.14,5.23
09-Sep-20,Saracens,Sale,4.67,28.89,1.21
09-Sep-20,Gloucester,Exeter,16.11,35.86,1.01
09-Sep-20,Leicester,Wasps,10.04,41.88,1.04
13-Sep-20,Saracens,Exeter,1.53,23.22,2.52
13-Sep-20,London Irish,Worcester,2.16,22,1.71
13-Sep-20,Sale,Bath,1.33,23.38,3.37
13-Sep-20,Leicester,Northampton,2.65,22.67,1.5
13-Sep-20,Wasps,Bristol,1.06,38.33,8.43
13-Sep-20,Exeter,Saracens,2.52,23.22,1.53
13-Sep-20,Worcester,London Irish,1.71,22,2.16
13-Sep-20,Bath,Sale,3.37,23.38,1.33
13-Sep-20,Northampton,Leicester,1.5,22.67,2.65
13-Sep-20,Bristol,Wasps,8.43,38.33,1.06
14-Sep-20,Gloucester,Harlequins,1.42,23.33,2.9
14-Sep-20,Harlequins,Gloucester,2.9,23.33,1.42
22-Sep-20,Bath,Gloucester,1.19,27.63,4.73
22-Sep-20,Gloucester,Bath,4.73,27.63,1.19
28-Sep-20,Harlequins,Wasps,2.45,22.11,1.58
28-Sep-20,Wasps,Harlequins,1.58,22.11,2.45
29-Sep-20,Northampton,Sale,3.29,23.75,1.35
29-Sep-20,Sale,Northampton,1.35,23.75,3.29
30-Sep-20,Bristol,Leicester,1.03,43.44,11.64
30-Sep-20,Exeter,London Irish,1.3,24.44,3.66
30-Sep-20,Worcester,Saracens,1.26,24.78,4.1
30-Sep-20,Leicester,Bristol,11.64,43.44,1.03
30-Sep-20,London Irish,Exeter,3.66,24.44,1.3
30-Sep-20,Saracens,Worcester,4.1,24.78,1.26
04-Oct-20,Leicester,Harlequins,1.54,22.33,2.57
04-Oct-20,London Irish,Bristol,6.12,32.22,1.12
04-Oct-20,Saracens,Bath,1.79,21.89,2.06
04-Oct-20,Wasps,Exeter,1.06,37.56,8.42
04-Oct-20,Harlequins,Leicester,2.57,22.33,1.54
04-Oct-20,Bristol,London Irish,1.12,32.22,6.12
04-Oct-20,Bath,Saracens,2.06,21.89,1.79
04-Oct-20,Exeter,Wasps,8.42,37.56,1.06
10-Oct-20,Exeter,Bath,1.23,25.6,4.27
10-Oct-20,Wasps,Bristol,1.72,22.4,2.18
10-Oct-20,Bath,Exeter,4.27,25.6,1.23
10-Oct-20,Bristol,Wasps,2.18,22.4,1.72
24-Oct-20,Exeter,Wasps,1.2,27.11,4.73
24-Oct-20,Wasps,Exeter,4.73,27.11,1.2
20-Nov-20,Sale,Northampton,1.15,27.5,5.39
20-Nov-20,Harlequins,Exeter,2.95,21.88,1.41
20-Nov-20,Northampton,Sale,5.39,27.5,1.15
20-Nov-20,Exeter,Harlequins,1.41,21.88,2.95
21-Nov-20,Leicester,Gloucester,2.26,21.5,1.66
21-Nov-20,Worcester,London Irish,1.65,21.13,2.26
21-Nov-20,Bath,Newcastle,1.07,33,8.19
21-Nov-20,Gloucester,Leicester,1.66,21.5,2.26
21-Nov-20,London Irish,Worcester,2.26,21.13,1.65
21-Nov-20,Newcastle,Bath,8.19,33,1.07
22-Nov-20,Wasps,Bristol,1.08,33.75,7.39
22-Nov-20,Bristol,Wasps,7.39,33.75,1.08
27-Nov-20,Newcastle,Sale,4.32,24.33,1.22
27-Nov-20,Sale,Newcastle,1.22,24.33,4.32
28-Nov-20,Exeter,Bath,1.12,30.25,6.13
28-Nov-20,Bristol,Worcester,1.3,23.33,3.62
28-Nov-20,Gloucester,Wasps,2.03,21.22,1.81
28-Nov-20,Northampton,Harlequins,1.88,21.33,1.96
28-Nov-20,Bath,Exeter,6.13,30.25,1.12
28-Nov-20,Worcester,Bristol,3.62,23.33,1.3
28-Nov-20,Wasps,Gloucester,1.81,21.22,2.03
28-Nov-20,Harlequins,Northampton,1.96,21.33,1.88
29-Nov-20,London Irish,Leicester,2.04,19.5,1.82
29-Nov-20,Leicester,London Irish,1.82,19.5,2.04
04-Dec-20,Bristol,Northampton,1.39,21.89,3.06
04-Dec-20,Northampton,Bristol,3.06,21.89,1.39
05-Dec-20,Leicester,Exeter,5.91,27.33,1.13
05-Dec-20,Wasps,Newcastle,1.29,22.5,3.73
05-Dec-20,Worcester,Bath,2.15,20.63,1.75
05-Dec-20,Exeter,Leicester,1.13,27.33,5.91
05-Dec-20,Newcastle,Wasps,3.73,22.5,1.29
05-Dec-20,Bath,Worcester,1.75,20.63,2.15
06-Dec-20,Gloucester,Harlequins,2.15,19.89,1.73
06-Dec-20,London Irish,Sale,3.17,21.67,1.37
06-Dec-20,Harlequins,Gloucester,1.73,19.89,2.15
06-Dec-20,Sale,London Irish,1.37,21.67,3.17
26-Dec-20,Northampton,Worcester,1.33,21.5,3.36
26-Dec-20,Exeter,Gloucester,1.03,37.33,10.41
26-Dec-20,Harlequins,Bristol,2.64,21,1.51
26-Dec-20,Newcastle,Leicester,1,1,1
26-Dec-20,Worcester,Northampton,3.36,21.5,1.33
26-Dec-20,Gloucester,Exeter,10.41,37.33,1.03
26-Dec-20,Bristol,Harlequins,1.51,21,2.64
26-Dec-20,Leicester,Newcastle,1,1,1
27-Dec-20,Sale,Wasps,1.46,20.64,2.75
27-Dec-20,Wasps,Sale,2.75,20.64,1.46
01-Jan-21,Worcester,Harlequins,1,1,1
01-Jan-21,Bristol,Newcastle,1.29,24.02,3.84
01-Jan-21,Harlequins,Worcester,1,1,1
01-Jan-21,Newcastle,Bristol,3.84,24.02,1.29
02-Jan-21,Gloucester,Sale,1.81,19.82,2.04
02-Jan-21,Wasps,Exeter,1.94,20.94,1.91
02-Jan-21,Sale,Gloucester,2.04,19.82,1.81
02-Jan-21,Exeter,Wasps,1.91,20.94,1.94
03-Jan-21,Leicester,Bath,2.72,19.81,1.52
03-Jan-21,London Irish,Northampton,1,1,1
03-Jan-21,Bath,Leicester,1.52,19.81,2.72
03-Jan-21,Northampton,London Irish,1,1,1
08-Jan-21,Sale,Worcester,1.16,28.56,5.29
08-Jan-21,Bath,Wasps,2.23,21,1.68
08-Jan-21,Worcester,Sale,5.29,28.56,1.16
08-Jan-21,Wasps,Bath,1.68,21,2.23
09-Jan-21,Exeter,Bristol,1.36,23,3.22
09-Jan-21,Northampton,Leicester,1,1,1
09-Jan-21,Newcastle,Gloucester,1.64,21,2.32
09-Jan-21,Bristol,Exeter,3.22,23,1.36
09-Jan-21,Leicester,Northampton,1,1,1
09-Jan-21,Gloucester,Newcastle,2.32,21,1.64
10-Jan-21,Harlequins,London Irish,1.21,27.22,4.45
10-Jan-21,London Irish,Harlequins,4.45,27.22,1.21
29-Jan-21,Bristol,Bath,1.23,24.67,4.18
29-Jan-21,Leicester,Sale,2.06,20.67,1.79
29-Jan-21,Bath,Bristol,4.18,24.67,1.23
29-Jan-21,Sale,Leicester,1.79,20.67,2.06
30-Jan-21,Gloucester,Northampton,1.78,20.39,2.1
30-Jan-21,Worcester,Exeter,8.34,29.78,1.07
30-Jan-21,Northampton,Gloucester,2.1,20.39,1.78
30-Jan-21,Exeter,Worcester,1.07,29.78,8.34
31-Jan-21,Wasps,Harlequins,1.34,24,3.23
31-Jan-21,London Irish,Newcastle,2.12,20.14,1.77
31-Jan-21,Harlequins,Wasps,3.23,24,1.34
31-Jan-21,Newcastle,London Irish,1.77,20.14,2.12
05-Feb-21,Bristol,Sale,1.34,24.44,3.36
05-Feb-21,Sale,Bristol,3.36,24.44,1.34
06-Feb-21,Leicester,Worcester,1.33,21.32,3.4
06-Feb-21,London Irish,Gloucester,1.5,20.37,2.69
06-Feb-21,Bath,Harlequins,2.68,21.69,1.5
06-Feb-21,Wasps,Northampton,1.51,21.89,2.62
06-Feb-21,Worcester,Leicester,3.4,21.32,1.33
06-Feb-21,Gloucester,London Irish,2.69,20.37,1.5
06-Feb-21,Harlequins,Bath,1.5,21.69,2.68
06-Feb-21,Northampton,Wasps,2.62,21.89,1.51
07-Feb-21,Newcastle,Exeter,3.37,21.17,1.35
07-Feb-21,Exeter,Newcastle,1.35,21.17,3.37
12-Feb-21,Sale,Bath,1.23,26,4.45
12-Feb-21,Gloucester,Bristol,3.32,23.44,1.34
12-Feb-21,Bath,Sale,4.45,26,1.23
12-Feb-21,Bristol,Gloucester,1.34,23.44,3.32
13-Feb-21,Northampton,Newcastle,1.4,21,2.95
13-Feb-21,Exeter,London Irish,1.17,26.78,5.12
13-Feb-21,Harlequins,Leicester,1.22,24.78,4.24
13-Feb-21,Newcastle,Northampton,2.95,21,1.4
13-Feb-21,London Irish,Exeter,5.12,26.78,1.17
13-Feb-21,Leicester,Harlequins,4.24,24.78,1.22
14-Feb-21,Worcester,Wasps,3.37,22.44,1.33
14-Feb-21,Wasps,Worcester,1.33,22.44,3.37
19-Feb-21,Bath,Gloucester,1.63,19.92,2.34
19-Feb-21,Gloucester,Bath,2.34,19.92,1.63
20-Feb-21,Exeter,Northampton,1.15,23.11,5.19
20-Feb-21,Leicester,Wasps,2,19.11,1.85
20-Feb-21,Worcester,Newcastle,1,1,1
20-Feb-21,Harlequins,Sale,1.47,21.5,2.73
20-Feb-21,Northampton,Exeter,5.19,23.11,1.15
20-Feb-21,Wasps,Leicester,1.85,19.11,2
20-Feb-21,Newcastle,Worcester,1,1,1
20-Feb-21,Sale,Harlequins,2.73,21.5,1.47
21-Feb-21,London Irish,Bristol,3.32,22.78,1.34
21-Feb-21,Bristol,London Irish,1.34,22.78,3.32
26-Feb-21,Sale,Exeter,2,21.15,1.83
26-Feb-21,Exeter,Sale,1.83,21.15,2
27-Feb-21,Gloucester,Worcester,1.46,21.6,2.82
27-Feb-21,Newcastle,Harlequins,2.19,19.88,1.71
27-Feb-21,Wasps,London Irish,1.49,21.8,2.71
27-Feb-21,Bristol,Leicester,1.12,30.3,6.33
27-Feb-21,Worcester,Gloucester,2.82,21.6,1.46
27-Feb-21,Harlequins,Newcastle,1.71,19.88,2.19
27-Feb-21,London Irish,Wasps,2.71,21.8,1.49
27-Feb-21,Leicester,Bristol,6.33,30.3,1.12
28-Feb-21,Northampton,Bath,1.43,22.9,2.85
28-Feb-21,Bath,Northampton,2.85,22.9,1.43
05-Mar-21,Sale,Newcastle,1.28,23.5,3.82
05-Mar-21,Leicester,London Irish,1.68,21.2,2.27
05-Mar-21,Newcastle,Sale,3.82,23.5,1.28
05-Mar-21,London Irish,Leicester,2.27,21.2,1.68
06-Mar-21,Worcester,Bristol,3.17,22.11,1.37
06-Mar-21,Bath,Exeter,3.01,22.78,1.4
06-Mar-21,Wasps,Gloucester,1.39,22.89,3.08
06-Mar-21,Bristol,Worcester,1.37,22.11,3.17
06-Mar-21,Exeter,Bath,1.4,22.78,3.01
06-Mar-21,Gloucester,Wasps,3.08,22.89,1.39
07-Mar-21,Harlequins,Northampton,1.29,25.22,3.69
07-Mar-21,Northampton,Harlequins,3.69,25.22,1.29
12-Mar-21,Bristol,Wasps,1.4,21.6,3.01
12-Mar-21,Wasps,Bristol,3.01,21.6,1.4
13-Mar-21,Gloucester,Leicester,1.99,20.1,1.86
13-Mar-21,Northampton,Sale,2.41,21.2,1.59
13-Mar-21,Exeter,Harlequins,1.38,21.5,3.12
13-Mar-21,Newcastle,Bath,2.06,20.7,1.8
13-Mar-21,Leicester,Gloucester,1.86,20.1,1.99
13-Mar-21,Sale,Northampton,1.59,21.2,2.41
13-Mar-21,Harlequins,Exeter,3.12,21.5,1.38
13-Mar-21,Bath,Newcastle,1.8,20.7,2.06
14-Mar-21,London Irish,Worcester,1.3,24.3,3.58
14-Mar-21,Worcester,London Irish,3.58,24.3,1.3
19-Mar-21,Newcastle,Wasps,2.3,21.41,1.64
19-Mar-21,Wasps,Newcastle,1.64,21.41,2.3
20-Mar-21,Exeter,Leicester,1.07,34.31,7.64
20-Mar-21,Bath,Worcester,1.09,30.5,7.13
20-Mar-21,Harlequins,Gloucester,1.08,34.7,7.32
20-Mar-21,Leicester,Exeter,7.64,34.31,1.07
20-Mar-21,Worcester,Bath,7.13,30.5,1.09
20-Mar-21,Gloucester,Harlequins,7.32,34.7,1.08
21-Mar-21,Northampton,Bristol,2.1,20.9,1.77
21-Mar-21,Sale,London Irish,1.37,22.52,3.11
21-Mar-21,Bristol,Northampton,1.77,20.9,2.1
21-Mar-21,London Irish,Sale,3.11,22.52,1.37
26-Mar-21,Gloucester,Exeter,1.36,22,3.18
26-Mar-21,Exeter,Gloucester,3.18,22,1.36
27-Mar-21,Wasps,Sale,1.57,20.9,2.46
27-Mar-21,London Irish,Bath,2.71,21.5,1.48
27-Mar-21,Worcester,Northampton,2.72,21.4,1.48
27-Mar-21,Bristol,Harlequins,1.51,21.5,2.63
27-Mar-21,Sale,Wasps,2.46,20.9,1.57
27-Mar-21,Bath,London Irish,1.48,21.5,2.71
27-Mar-21,Northampton,Worcester,1.48,21.4,2.72
27-Mar-21,Harlequins,Bristol,2.63,21.5,1.51
28-Mar-21,Leicester,Newcastle,1.23,24.9,4.26
28-Mar-21,Newcastle,Leicester,4.26,24.9,1.23
16-Apr-21,Northampton,London Irish,1.3,24.42,3.51
16-Apr-21,London Irish,Northampton,3.51,24.42,1.3
17-Apr-21,Harlequins,Worcester,1.08,31.42,7.58
17-Apr-21,Newcastle,Bristol,3.2,23.08,1.36
17-Apr-21,Exeter,Wasps,1.21,27.67,4.34
17-Apr-21,Sale,Gloucester,1.29,24.75,3.65
17-Apr-21,Worcester,Harlequins,7.58,31.42,1.08
17-Apr-21,Bristol,Newcastle,1.36,23.08,3.2
17-Apr-21,Wasps,Exeter,4.34,27.67,1.21
17-Apr-21,Gloucester,Sale,3.65,24.75,1.29
18-Apr-21,Bath,Leicester,1.52,22.25,2.55
18-Apr-21,Leicester,Bath,2.55,22.25,1.52
23-Apr-21,Bristol,Exeter,2.83,22.58,1.43
23-Apr-21,Exeter,Bristol,1.43,22.58,2.83
24-Apr-21,Gloucester,Newcastle,1.29,25.33,3.69
24-Apr-21,Leicester,Northampton,1.62,22.25,2.35
24-Apr-21,Worcester,Sale,3.95,26.5,1.25
24-Apr-21,London Irish,Harlequins,3.36,24.58,1.32
24-Apr-21,Newcastle,Gloucester,3.69,25.33,1.29
24-Apr-21,Northampton,Leicester,2.35,22.25,1.62
24-Apr-21,Sale,Worcester,1.25,26.5,3.95
24-Apr-21,Harlequins,London Irish,1.32,24.58,3.36
25-Apr-21,Wasps,Bath,1.7,22.42,2.13
25-Apr-21,Bath,Wasps,2.13,22.42,1.7
07-May-21,Sale,Leicester,1.15,28.92,5.45
07-May-21,Leicester,Sale,5.45,28.92,1.15
08-May-21,Bath,Bristol,3.94,24.42,1.26
08-May-21,Exeter,Worcester,1.02,38.91,14.5
08-May-21,Newcastle,London Irish,1.66,20.4,2.25
08-May-21,Northampton,Gloucester,1.29,23.75,3.65
08-May-21,Bristol,Bath,1.26,24.42,3.94
08-May-21,Worcester,Exeter,14.5,38.91,1.02
08-May-21,London Irish,Newcastle,2.25,20.4,1.66
08-May-21,Gloucester,Northampton,3.65,23.75,1.29
09-May-21,Harlequins,Wasps,1.43,23.44,2.82
09-May-21,Wasps,Harlequins,2.82,23.44,1.43
14-May-21,Bath,Sale,2.63,22.69,1.5
14-May-21,Sale,Bath,1.5,22.69,2.63
15-May-21,Leicester,Harlequins,1.91,21.92,1.91
15-May-21,Wasps,Worcester,1.11,31,6.49
15-May-21,Harlequins,Leicester,1.91,21.92,1.91
15-May-21,Worcester,Wasps,6.49,31,1.11
17-May-21,Bristol,Gloucester,1.11,31.96,6.4
17-May-21,Newcastle,Northampton,2.14,22.08,1.76
17-May-21,Gloucester,Bristol,6.4,31.96,1.11
17-May-21,Northampton,Newcastle,1.76,22.08,2.14
18-May-21,London Irish,Exeter,5.93,28.42,1.13
18-May-21,Exeter,London Irish,1.13,28.42,5.93
28-May-21,Gloucester,London Irish,1.34,24.83,3.32
28-May-21,Sale,Bristol,2.19,22.33,1.69
28-May-21,London Irish,Gloucester,3.32,24.83,1.34
28-May-21,Bristol,Sale,1.69,22.33,2.19
29-May-21,Northampton,Wasps,1.46,23.75,2.78
29-May-21,Worcester,Leicester,2.77,22.67,1.46
29-May-21,Harlequins,Bath,1.25,27.08,3.97
29-May-21,Wasps,Northampton,2.78,23.75,1.46
29-May-21,Leicester,Worcester,1.46,22.67,2.77
29-May-21,Bath,Harlequins,3.97,27.08,1.25
30-May-21,Exeter,Newcastle,1.01,45.29,18.57
30-May-21,Newcastle,Exeter,18.57,45.29,1.01
04-Jun-21,Sale,Harlequins,1.04,39.42,10.27
04-Jun-21,Harlequins,Sale,10.27,39.42,1.04
05-Jun-21,London Irish,Wasps,1.67,22.12,2.25
05-Jun-21,Leicester,Bristol,2.86,23.1,1.43
05-Jun-21,Newcastle,Worcester,1.26,26.38,3.91
05-Jun-21,Gloucester,Bath,2.01,24,1.91
05-Jun-21,Wasps,London Irish,2.25,22.12,1.67
05-Jun-21,Bristol,Leicester,1.43,23.1,2.86
05-Jun-21,Worcester,Newcastle,3.91,26.38,1.26
